pmid,title,abstract,year,journal,doi,authors
41120609,Incidence and predictors of mortality among persons with rifampicin-resistant tuberculosis and HIV in Mozambique.,"Rifampicin-Resistant Tuberculosis (RRTB) is associated with a high risk of mortality during treatment. This study aims to describe the baseline characteristics associated with incidence of mortality in persons with rifampicin-resistant tuberculosis (P-RRTB) in a rural setting in Mozambique. We analyzed cohort data collected retrospectively from paper medical files and electronic medical records of P-RRTB who were routinely treated at Carmelo Hospital of Chokwe (Gaza province, Mozambique), from 1st January 2015 to 31st December 2020. Kaplan-Meier survival curves and adjusted Cox regression analyses were used to model the time to death and associated factors of mortality. Overall, 151 P-RRTB contributed to a total number of 1812 person-months (PM) of treatment follow-up. The overall mortality rate was 1.9 per 100 person-months (95% confidence interval [CI]: 1.3-2.1). Adjusted Cox regression predicted higher risk of mortality in those treated with injectable anti-RRTB second line drugs (SLD), (adjusted hazard ratio [aHR] 3.72, 95% CI 1.23-11.22, p = 0.020), had a parenchymal lesion with more than 50% fibrosis (aHR 3.06, 95% CI 1.38-6.79, p = 0.006), presented right ventricular dysfunction on the echocardiogram with venous assessment (aHR 3.18, 95% CI 1.15-8.83, p = 0.026), and manifested baseline hemoglobin (Hgb) = 8.0-9.9 g/dL (aHR 2.82, 95% CI 1.09-7.27, p = 0.032), as well Hgb < 7.9 g/dL (aHR 3.06, 95%CI 1.24-7 0.51, p = 0.015). However, lower risk of mortality was predicted in those who had an optimal immunovirological response to ART (aHR 0.18, 95% CI 0.04-0.93, p = 0.040). Kaplan-Meier analysis showed higher cumulative incidence of mortality after 3 months of follow-up, above 26% in those with immunovirological failure to ART therapy (p = 0.006), 45% with Hgb < 7.9 g/dL (p < 0.001), 23% in treated with injectables-based drugs (p = 0.03), 39% with parenchymal lesion > 50% fibrosis on the chest X-ray (p < 0.001), 56% with right ventricular dysfunction (p = 0.003). Mortality risk among P-RRTB was higher in those with anemia, injectable anti-RRTB medications, lung lesions > 50% fibrosis, and right ventricular dysfunction.",2025,Scientific reports,10.1038/s41598-025-20658-7,Edy Nacarapa; Benedita Jose; Isabelle Munyangaju; Dulce Osório; Jose-Manuel Ramos-Rincon
41120184,Nationwide coverage of molecular drug susceptibility testing in patients with pulmonary multidrug/rifampicin-resistant tuberculosis in South Korea: a retrospective cohort study (2015-2021).,We assessed the coverage of molecular drug susceptibility testing (mDST) among patients with pulmonary multidrug/rifampicin-resistant tuberculosis (MDR/RR-TB) in South Korea and identified factors influencing the lack of mDST implementation.,2025,BMJ open respiratory research,10.1136/bmjresp-2025-003307,Jeongha Mok; Dawoon Jeong; Hojoon Sohn; Saerom Kim; Seung Won Lee; Young Ae Kang
41118340,Cerebrospinal fluid penetration of cycloserine/terizidone and clofazimine in patients with pulmonary TB.,"Tuberculous meningitis (TBM) treatment outcomes are poor, partly due to suboptimal drug penetration into the cerebrospinal fluid (CSF). Little is known about the CSF pharmacokinetics of many TB drugs, both established and new. This study investigated the CSF penetration of cycloserine (administered as terizidone) and clofazimine, two core second-line drugs for drug-resistant tuberculosis (TB). We recruited participants with pulmonary drug-resistant TB, but without TBM, receiving terizidone and/or clofazimine for at least 2 weeks and collected serial plasma samples and a single CSF sample. Drug concentrations were quantified with validated liquid chromatography-tandem mass spectrometry methods. Pharmacokinetic parameters were determined using noncompartmental analysis, and population pharmacokinetic modeling was used to estimate the partition coefficient and equilibration half-life. Data were available from 27 participants, with a median age of 36 (range 20-60) and a weight of 52 kg (30-73 kg), who contributed 216 plasma and 27 CSF samples. The plasma pharmacokinetics of both drugs was in line with previous reports. Terizidone, measured as cycloserine, achieved CSF exposure of 69% relative to plasma, with plasma and CSF concentrations equilibrating with a half-life of 4.7 hours. Clofazimine CSF penetration was 0.13% of plasma exposure, with an equilibration half-life of 55.4 hours. Cycloserine and clofazimine concentrations in CSF approximated their estimated unbound (active) concentration in plasma, thus suggesting good penetration of the unbound drug into the CSF, supporting their potential use in TBM regimens. This study demonstrates a feasible and reproducible method for effective assessment of CSF drug penetration for CNS infections.",2025,Antimicrobial agents and chemotherapy,10.1128/aac.00931-25,Caryn M Upton; Jose M Calderin; Andreas H Diacon; Martin J Boeree; Paolo Denti; Lubbe Wiesner; Tracy Kellermann; Megan McCulloch; Rob Aarnoutse
41116166,Immunotherapy for tuberculosis: current strategies and future directions.,"The worldwide dissemination of drug-resistant tuberculosis (TB) presents significant obstacles to conventional anti-TB treatment and prevention methods based on bactericidal antimicrobial drugs, greatly impeding advancements in combating this most lethal disease. With growing insights into the immunopathogenesis of TB, we are increasingly recognizing the potential of immunotherapeutic strategies aimed at targeting the host. After invading the host, Mycobacterium tuberculosis (M. tuberculosis) induces host cell exhaustion through its own molecules, such as early secretory antigen target-6 (ESAT-6) and di-O-acyl-trehalose, manifested as suppressed proliferative capacity, cytokine production, and cytotoxicity, thereby triggering the onset of TB. In response to this pathogenic mechanism, immunotherapeutic strategies, including cell therapy and immune checkpoint inhibitors, have been developed to promote cytokine production, activate immune cells to exhibit anti-TB activities such as autophagy, and restore immune homeostasis, including the balance between T helper 1 (Th1) and Th2 responses. These approaches have shown promise in restoring host immunity and demonstrating therapeutic effects against TB. However, a comprehensive evaluation of factors such as drug safety, optimal treatment duration, and others, is essential before these strategies can be integrated into routine clinical TB management. The advancement of immunotherapy has the potential to revolutionize current TB management and provide further benefits to patients. This review aims to comprehensively explore the advancements in diverse TB immunotherapeutic strategies, including efficacy, safety, and administration methods, and to explore the challenges and prospects of TB immunotherapy.",2025,Military Medical Research,10.1186/s40779-025-00655-7,Meng-Yuan Lyu; Hong-Li Lai; Hao-Ran Peng; Han Luo; Jian Zhou; Wan-An-Qi Ma; Chun-Ying Zhang; Hong-Xia Ruan; Yang Liu; Jie Chen; Bin-Wu Ying
41114866,Distribution of Mycobacterium Tuberculosis Lineages and Sublineages by Drug Profile in Ethiopia: A Systematic Review and Meta-Analysis.,"Mycobacterium tuberculosis lineages exhibit variability in geographic distribution, transmissibility, and disease phenotype. Ethiopia is one of the countries with the highest prevalence of tuberculosis. The aim of this study was to summarize the proportion of lineages and sublineages by drug resistance profile and TB type.",2025,Journal of epidemiology and global health,10.1007/s44197-025-00451-5,Muluwork Getahun; Getu Diriba; Michael Hailu; Amanuel Wondimu; Ayinalem Alemu
41113631,Molecular insights of drug-resistant tuberculosis: genetic mutations and their profile.,"Drug-resistant tuberculosis (DR-TB) poses a significant public health threat, with molecular diagnostics playing a pivotal role in understanding the genetic mechanisms of resistance. This study focuses on the patterns of genetic mutations observed in DR-TB cases, with the aim to identify key mutations associated with resistance to rifampicin (RIF) and isoniazid (INH).",2025,Frontiers in microbiology,10.3389/fmicb.2025.1669327,Amresh Kumar Singh; Nandini Singh; Sushil Kumar; Ashwini Kumar Mishra; Narendra Pratap Singh
41107823,Chest CT findings in drug-resistant pulmonary tuberculosis: a comparative analysis of elderly and non-elderly patients.,"Drug-resistant pulmonary tuberculosis (DR-TB) remains a critical public health challenge, particularly affecting vulnerable populations such as the elderly, who exhibit higher morbidity and mortality rates. This study aims to elucidate the chest CT characteristics of DR-TB in elderly patients to improve diagnostic accuracy and guide individualized treatment strategies.",2025,BMC infectious diseases,10.1186/s12879-025-11766-w,Guijuan Zhu; Weiguang Feng; Fang Li; Xin Zhang
41106695,Clinical perspective of multiple drug resistance tuberculosis: An overview.,"The rational drug design and development of new medication requires an appropriate understanding of the pharmacokinetics and pharmacodynamics of anti-TB drugs. Nevertheless, the implementation and processing of drugs were not quite effective at the early stage of development that results in massive challenges in treating TB. Tuberculosis is one of the most common illnesses that kills people by attacking the parenchymal tissues of the lungs. Even the presence of anti-TB approved drugs in market suffering a failure due to evolving bacterial that possess resistant and responsible for MDR and XDR. The paradigm shift in Anti-TB medication shown by nanotechnology approach because of its distinct physio-chemical and optical properties, nanotechnology shows an emerging interdisciplinary science that offers a great chance for the prompt and accurate detection and differentiation of Mycobacteria. In this nanoscale approach, medication was encapsulated by NPs that can reduce dosing requirements. With several advantage, it is now being used as both diagnostic and therapeutic procedures since past ten years. To invade this alarming situation, this article will give shed on all the recent approaches that were made to make the Anti-TB drug more therapeutic and efficacious. It also covers government's initiative plans that were helpful in reducing the TB.",2025,Microbial pathogenesis,10.1016/j.micpath.2025.108115,Arpit Raj; Vikrant Abbot; Kapil Kumar
41102624,"Predisposing, enabling, and need factors influencing rapid uptake of the world health organization-endorsed TB diagnostic technologies in Africa.","Rapid tuberculosis (TB) diagnostics are essential for TB control. Factors influencing the uptake of these technologies in Africa are not well-documented for all technologies and are completely undocumented for some countries. We conducted a survey to collect the status and document Predisposing, Enabling, and Need (PEN) factors influencing uptake so that we understand the associated barriers and inform interventions to improve the uptake.",2025,BMC infectious diseases,10.1186/s12879-025-11804-7,Jean de Dieu Iragena; Achilles Katamba; Anandi Martin; Moses Joloba; Willy Ssengooba
41102315,Machine learning identifies MiRNA biomarkers and immune mechanisms in active tuberculosis.,"Tuberculosis (TB), caused by Mycobacterium tuberculosis (Mtb), remains a major global public health threat. The rising prevalence of HIV/TB co-infection and multidrug-resistant tuberculosis (MDR-TB) has further intensified this challenge. This study aims to explore the role of microRNAs (miRNAs) in the immune response to Mtb infection and to identify potential miRNA biomarkers for active TB diagnosis using machine learning techniques. miRNA expression profiles were retrieved from the Gene Expression Omnibus (GEO) database (accession number: GSE70425). Differential expression analysis between active TB and latent TB infection (LTBI) patients was conducted using the ""limma"" package, with a screening threshold of |logFC| > 0.25 and p-value < 0.05. Key differentially expressed miRNAs (DE-miRNAs) were further refined using machine learning algorithms, including least absolute shrinkage and selection operator (LASSO) regression, support vector machine-recursive feature elimination (SVM-RFE), and Boruta. TargetScan was employed to predict miRNA target genes, and a regulatory network was visualized using Cytoscape. Subsequently, Gene Ontology (GO) and Kyoto Encyclopedia of Genes and Genomes (KEGG) pathway enrichment analyses were conducted to elucidate the functional roles of target mRNAs. Nine machine learning models were developed based on the selected miRNAs, and their predictive performance was assessed using metrics including AUROC, accuracy, sensitivity, specificity, positive predictive value (PPV), and negative predictive value (NPV). In vitro experiments were performed using THP-1 macrophages to establish an Mtb infection model. Cells were transfected with miR-3607-3p mimics and negative controls, followed by flow cytometry for apoptosis detection, Western blot for protein expression analysis, and Quantitative Real-Time PCR (qRT-PCR) for validation of apoptosis-related gene expression. A total of 72 differentially expressed miRNAs were identified. Key miRNAs, including hsa-miR-3607-3p, hsa-miR-148b, and hsa-miR-519e, were identified through multiple machine learning methods, with hsa-miR-3607-3p emerging as the primary candidate miRNA. The nine machine learning models exhibited robust predictive performance in both the training and test sets. PPI network and functional enrichment analyses indicated that the target genes of hsa-miR-3607-3p are primarily associated with cell growth and apoptosis-related pathways. In vitro experiments further suggested that hsa-miR-3607-3p may modulate the apoptotic response of THP-1 cells to Mtb infection via a caspase-dependent mechanism. miR-3607-3p was upregulated in active TB patients and may modulate the apoptosis of THP-1 cells during Mtb infection via a caspase-dependent pathway. The mechanism of this miRNA offers preliminary insights into the immune regulation of tuberculosis. miR-3607-3p may serve as a potential biomarker for the early diagnosis and intervention of active TB; however, its clinical applicability necessitates further validation through larger sample sizes and multicenter studies.",2025,Scientific reports,10.1038/s41598-025-20112-8,Zihan Cai; Chunxiao Huang; Yuyang Zhou; Lixian Wu; Shoupeng Ding
41100518,Impact of fluoroquinolone resistance on the cost-effectiveness of empiric treatment for multidrug- or rifampicin-resistant tuberculosis.,"The WHO recommends the bedaquiline, pretomanid, and linezolid (BPaL) regimen with the additional fluoroquinolone antibiotic moxifloxacin (BPaLM) for initial treatment of multidrug- or rifampicin-resistant tuberculosis (MDR/RR-TB). However, fluoroquinolone drug susceptibility testing (DST) coverage for MDR/RR-TB is only around 55% globally, and the efficacy of moxifloxacin may be compromised in settings with high fluoroquinolone resistance. We extended a previous Markov cohort model to assess the cost-effectiveness of the empirical use of BPaLM as a replacement for BPaL for the treatment of MDR/RR-TB in four high MDR/RR-TB burden countries. We obtained fluoroquinolone resistance rates in these countries from WHO surveillance data and parameterised treatment efficacy from recent trial results. We performed scenario analyses across varying fluoroquinolone resistance prevalence and performed Monte Carlo simulations to generate uncertainty intervals for our primary cost-effectiveness estimates. BPaLM incurred higher costs than BPaL but averted more disability-adjusted life years, with incremental cost-effectiveness ratios below 50% of each country's 2019 GDP per capita. This finding remained robust across a feasible fluoroquinolone resistance prevalence range (0-70%). In the absence of fluoroquinolone DST, empirical use of BPaLM resulted in $58 (interquartile range: $49-$73), $32 (IQR: $23-$53), $35 (IQR: $28 - $51), $174 (IQR: $161 - $209) per DALY averted in Georgia, India, the Philippines, and South Africa respectively. Our findings support the empirical use of BPaLM as a potential replacement for BPaL for the treatment of MDR/RR-TB in the absence of fluoroquinolone DST, even if fluoroquinolone resistance prevalence were to increase, reinforcing recent WHO recommendations.",2025,PLOS global public health,10.1371/journal.pgph.0005275,Chaelin Kim; Sedona Sweeney; Hojoon Sohn; Gwenan M Knight; C Finn McQuaid
41098749,Global trajectory and spatiotemporal epidemiological landscape of multidrug-resistant tuberculosis of spanning 46 years (1990-2035): implications for achieving global end TB goals.,"Although MDR-TB is recognized as a significant threat, systematic descriptions of its long-term (>30 years) global spatiotemporal evolution patterns are still limited.",2025,Frontiers in public health,10.3389/fpubh.2025.1660984,Yunbin Yang; Aoran Yang; Renzhong Li; Wei Su; Jiawen Jiang; Liangli Liu; Yunzhou Ruan; Lin Xu
41098511,Accuracy of Machine Learning in Identifying Drug Resistance in Tuberculosis: A Systematic Review and Meta-Analysis.,"Machine learning (ML) has shown promise in diagnosing tuberculosis (TB), but systematic evidence on its role in predicting and diagnosing drug-resistant tuberculosis (DR-TB) is lacking. This study integrates a systematic review and meta-analysis to consolidate ML's performance in DR-TB diagnosis and prediction to promote artificial intelligence in this field.",2025,Health science reports,10.1002/hsr2.71350,XiaoBo Wei; Norhashimah Mohd Norsuddin; Hamzaini Bin Abdul Hamid; Mohd Imree Azmi; GuiLan Zhang; JiRen Tian
41094671,"Association of vitamin D receptor mRNA expression, vitamin D deficiency and genetic variant in patients with multi-drug resistant pulmonary tuberculosis.","Multi-drug resistant pulmonary tuberculosis (MDR-TB), is a serious threat to world health. Serum levels of vitamin D, a ligand for the VDR that controls VDR mRNA expression, are still poorly understood in MDR-TB.",2025,BMC infectious diseases,10.1186/s12879-025-11707-7,Jaishriram Rathored; Surendra Kumar Sharma; V Sreenivas; Abhay Krishna Srivastava
41094385,Performance evaluation of alternative bacteriological measures of response to MDR/RR-TB therapy during the initial 16 weeks of treatment.,Monitoring response to Multi-Drug-Resistant Tuberculosis (MDR-TB) treatment is burdensome to TB programmes and may benefit from alternative effective tools. We evaluated the concordance of alternative bacteriological measures of response to therapy (AMRT) with sputum culture during the initial sixteen weeks of MDR-TB treatment.,2025,BMC infectious diseases,10.1186/s12879-025-11785-7,Willy Ssengooba; Emmanuel Musisi; Derrick Semugenze; Kevin Komakech; Moses Ndema; Christine Sekaggya-Wiltshire; Susan Adakun; Derek J Sloan; Achilles Katamba; Mohammed Lamorde; Moses Joloba; Wilber Sabiiti
41093528,DNAzyme-activated rolling circle amplification cascade nanomachine for sub-femtomolar detection of tuberculosis single-nucleotide mutation.,"Tuberculosis (TB) remains a global health crisis, with drug-resistant strains posing significant diagnostic challenges due to the high cost and performance limitations of current methods. Rifampicin-resistant TB (RR-TB), approximately 97% of which are associated with rpoB 531T single-nucleotide mutation, presents a critical target for TB control. Padlock probe ligation-based rolling circle amplification (RCA) enables discrimination of single-nucleotide variants, rendering it a promising approach for detecting TB drug-resistance mutations. However, padlock probe ligation-based RCA achieves only sub-picomolar limits of detection, limiting its application.",2025,Analytica chimica acta,10.1016/j.aca.2025.344666,Nan Sun; Tingting Li; Yulin Yang; Zhenhua Chen; Qian Gao; Haobin Chen; Zheyuan Zhou; Bo Tian
41090140,"Delamanid-containing regimens over 24 weeks for the treatment of multidrug-resistant/rifampicin-resistant tuberculosis: preliminary results from a single center in a multicenter, prospective, observational study.","Single center preliminary results from a multicenter, prospective, observational study whose aims were to investigate the efficacy and safety of 24-week delamanid-containing regimens in Chinese multidrug-resistant/rifampicin-resistant tuberculosis (MDR/RR-TB) patients.",2025,Frontiers in medicine,10.3389/fmed.2025.1631030,Fuping Yang; Mingdan Yin; Xingmei Jiang; Xing Zhao; Xuemei An; Yan Liu; Yijia Yuan
41089875,Population structure and antibiotic resistance profiles of ,"Nigeria ranks as the sixth country globally and the first in Africa with the highest burden of tuberculosis (TB) infection. The emergence and spread of multidrug-resistant TB (MDR-TB) strains have posed significant challenges to effective disease management in the country. In this study, 55 ",2025,Frontiers in public health,10.3389/fpubh.2025.1657825,Elsy Carvajal; Samantha Escandón; Pelumi Daniel Adewole; Bernardo Castro-Rodríguez; Ángel Sebastián Rodríguez-Pazmiño; Solon Alberto Orlando; Alexandra Narvaez; Olumuyiwa Samuel Alabi; Miguel Angel Garcia-Bereguiain
